Topic,Topic_url,Item_description,Rating_out_of_5,Minimum_price,Maximum_price,Review,Item_Url
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"200 pcs Cool Random Stickers Vinyl Skateboard Stickers, Variety Pack for Laptop Guitar Travel Case Water Bottle Car Luggage B",4.5,8.99,0.0,5392,www.amazon.com/Stickers-Skateboard-Variety-Waterproof-Graffiti/dp/B085HH4286/ref=zg_bs_pc_sccl_13/132-8660955-9844315?pd_rd_i=B085HH4286&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"USB C Laptop Docking Station, 4K@60Hz Triple Display Multiport Adapter with 3 Monitors Dock Compatible for Dell/Surface/HP/Le",4.4,84.9,0.0,306,www.amazon.com/Docking-Station-Multiport-Monitors-Compatible/dp/B0B5LBVXW2/ref=zg_bs_pc_sccl_14/132-8660955-9844315?pd_rd_i=B0B5LBVXW2&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Teens Hero Stickers[100pcs] Waterproof for Decal,Laptop Hydro Flask Water Bottle Car Cup Computer Guitar Skateboard Luggage B",4.7,8.99,0.0,1824,www.amazon.com/Stickers-Waterproof-Computer-Skateboard-Luggage/dp/B0936ZSKJ2/ref=zg_bs_pc_sccl_15/132-8660955-9844315?pd_rd_i=B0936ZSKJ2&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"TP-Link Deco WiFi 6 Mesh System(Deco X20) - Covers up to 5800 Sq.Ft. , Replaces Wireless Routers and Extenders(3-Pack, 6 Ethe",4.6,179.0,0.0,8843,www.amazon.com/Mesh-Wifi-6-Router-System/dp/B085Z35GY6/ref=zg_bs_pc_sccl_16/132-8660955-9844315?pd_rd_i=B085Z35GY6&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,Dell Laptop Charger 65W watt AC Power Adapter(Power Supply) 19.5V 3.34A for Dell Latitude E5440 E5470 7480 E6540 E7440 E7450 ,4.7,28.7,0.0,2778,www.amazon.com/Dell-Laptop-Charger-Adapter-Latitude/dp/B07Q3YDR1C/ref=zg_bs_pc_sccl_17/132-8660955-9844315?pd_rd_i=B07Q3YDR1C&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Replacement Mac Book Pro Charger, 87W USB C Power Adapter Compatible with 13/15 Inch After 2016, for Mac Book Air After 2018,",4.4,26.4,0.0,866,www.amazon.com/fazper-Replacement-Power-Adapter-Compatible/dp/B091M93CQN/ref=zg_bs_pc_sccl_18/132-8660955-9844315?pd_rd_i=B091M93CQN&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Plugable USB 3.0 Universal Laptop Docking Station Dual Monitor for Windows and Mac, USB 3.0 or USB-C, (Dual Video: HDMI and H",4.6,139.0,0.0,10641,www.amazon.com/Plugable-Universal-Laptop-Docking-Station-Dual-Monitor-2-Hdmi/dp/B00ECDM78E/ref=zg_bs_pc_sccl_19/132-8660955-9844315?pd_rd_i=B00ECDM78E&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Mac Book Pro Charger - 118W USB C Fast Charger Power Adapter for USB C Port MacBook pro & MacBook Air 16 15 14 13 inch, Ipad ",4.7,29.9,0.0,96,www.amazon.com/Mac-Book-Pro-Charger-Cable%EF%BC%887-2ft/dp/B0B1HJ666G/ref=zg_bs_pc_sccl_20/132-8660955-9844315?pd_rd_i=B0B1HJ666G&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,Universal Charger AC 60W T-Tip Power Adapter Charger Replacement for Mac Book Pro 13 Inch (for Mac Pro Released After 2012),4.5,18.9,0.0,38,www.amazon.com/Universal-Charger-Adapter-Replacement-Released/dp/B094G99N6R/ref=zg_bs_pc_sccl_21/132-8660955-9844315?pd_rd_i=B094G99N6R&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"AICHESON Laptop Cooling Pad 5 Fans Up to 17.3 Inch Heavy Notebook Cooler, Blue LED Lights, 2 USB Ports, S035, Blue-5fans",4.4,19.9,0.0,6357,www.amazon.com/AICHESON-Cooling-Notebook-MacBook-Computer/dp/B07CGMHP24/ref=zg_bs_pc_sccl_22/132-8660955-9844315?pd_rd_i=B07CGMHP24&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,SiliconV Charger Replacement for Mac Book Air AC 45W Power T-tip Shape Connector Power Adapter for 11 inch and 13 inch After ,4.5,18.9,0.0,2495,www.amazon.com/Charger-Replacement-Power-Connector-Adapter/dp/B08PKDLBZ3/ref=zg_bs_pc_sccl_23/132-8660955-9844315?pd_rd_i=B08PKDLBZ3&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,45W AC Adapter Laptop Charger Compatible for Dell Inspiron 15 3000 5000 7000 Series 14-5000 13-7000 13-5000 17-7000 11-3000 3,4.3,11.9,0.0,2918,www.amazon.com/Adapter-Laptop-Charger-Compatible-Inspiron/dp/B07J2FYS6N/ref=zg_bs_pc_sccl_24/132-8660955-9844315?pd_rd_i=B07J2FYS6N&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Fire HD 10 Kids Pro tablet, 10.1"", 1080p Full HD, ages 6–12, 32 GB, Doodle	",4.7,139.0,0.0,9696,www.amazon.com/Fire-HD-10-Kids-Pro-tablet/dp/B08F5LWB6R/ref=zg_bs_pc_sccl_25/132-8660955-9844315?pd_rd_i=B08F5LWB6R&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"USB Hub, uni Aluminum 4-Port USB Splitter for Laptop, Slim USB 3.0 Hub Keyboard and Mouse Adapter Compatible with PC, MacBook",4.7,15.9,0.0,3820,www.amazon.com/uni-Aluminum-Adapter-Ultra-Slim-Compatible/dp/B08M3ZY8SZ/ref=zg_bs_pc_sccl_26/132-8660955-9844315?pd_rd_i=B08M3ZY8SZ&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,Amazon eero 6 dual-band mesh Wi-Fi 6 extender - expands existing eero network,4.6,79.0,0.0,2803,www.amazon.com/Eero-6-Extender/dp/B085VQVPJK/ref=zg_bs_pc_sccl_27/132-8660955-9844315?pd_rd_i=B085VQVPJK&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,Universal Charger Replacement 45W T-tip Compatible with Mac Book Air 11 Inch 13 Inch 13.3 Inch After Mid 2012,4.5,19.9,0.0,928,www.amazon.com/Universal-Charger-Replacement-11Inch-Display/dp/B097D5394B/ref=zg_bs_pc_sccl_28/132-8660955-9844315?pd_rd_i=B097D5394B&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,"Universal Charger 45W T-Charger Compatible with Mac Book Air 11"" and 13"" After Mid 2012",4.6,19.5,0.0,1211,www.amazon.com/Universal-Charger-T-Charger-Compatible-After/dp/B07S6CBQJG/ref=zg_bs_pc_sccl_29/132-8660955-9844315?pd_rd_i=B07S6CBQJG&psc=1
Computers & Accessories,http://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,Universal 65W 45W Type C(USB C ) Laptop(Notebook/Computer) Charger(Google Chromebook Charger) for HP/Lenovo/Dell/Asus/Samsung,4.4,13.8,0.0,82,www.amazon.com/Universal-Laptop-Charger-laptops-Chargeable/dp/B09688VRYZ/ref=zg_bs_pc_sccl_30/132-8660955-9844315?pd_rd_i=B09688VRYZ&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa, Common Core Math 4 Today Workbook, Grade 2, Printable",4.7,7.49,0.0,872,www.amazon.com/Common-Core-Math-Today-Grade/dp/B0842TQ1VK/ref=zg_bs_digital-educational-resources_sccl_1/141-4199103-5412223?pd_rd_i=B0842TQ1VK&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Science Workbook | Grade 6, Printable",4.6,8.99,0.0,1160,www.amazon.com/Spectrum-Science-Grade-6/dp/B082FNCB6N/ref=zg_bs_digital-educational-resources_sccl_2/141-4199103-5412223?pd_rd_i=B082FNCB6N&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 6, Printable",4.6,7.49,0.0,217,www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082WLLB8D/ref=zg_bs_digital-educational-resources_sccl_3/141-4199103-5412223?pd_rd_i=B082WLLB8D&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,180 Days of Math for Fifth Grade: Week 5,4.6,1.29,0.0,424,www.amazon.com/180-Days-Math-Fifth-Grade/dp/B086R86JTW/ref=zg_bs_digital-educational-resources_sccl_4/141-4199103-5412223?pd_rd_i=B086R86JTW&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Science Workbook | Grade 5, Printable",4.6,8.99,0.0,1468,www.amazon.com/Carson-Dellosa-Spectrum-Practice-Literacy/dp/B082FMP3WH/ref=zg_bs_digital-educational-resources_sccl_5/141-4199103-5412223?pd_rd_i=B082FMP3WH&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Reading Workbook | Grade 7, Printable",4.6,8.99,0.0,2256,www.amazon.com/Spectrum-Reading-Workbook-Grade-7/dp/B082DMZF5B/ref=zg_bs_digital-educational-resources_sccl_6/141-4199103-5412223?pd_rd_i=B082DMZF5B&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Common Core Math 4 Today Workbook | Grade 4, Printable",4.6,7.49,0.0,636,www.amazon.com/Common-Core-Math-Today-Grade/dp/B0842VBFWT/ref=zg_bs_digital-educational-resources_sccl_7/141-4199103-5412223?pd_rd_i=B0842VBFWT&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Spelling Workbook | Grade 3, Printable",4.6,8.99,0.0,1558,www.amazon.com/Spectrum-Spelling-Grade-3/dp/B082DPFVW2/ref=zg_bs_digital-educational-resources_sccl_8/141-4199103-5412223?pd_rd_i=B082DPFVW2&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Common Core Math 4 Today Workbook | Grade 3, Printable",4.7,7.49,0.0,1141,www.amazon.com/Common-Core-Math-Today-Grade/dp/B0842TYN7W/ref=zg_bs_digital-educational-resources_sccl_9/141-4199103-5412223?pd_rd_i=B0842TYN7W&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Language Arts Workbook | Grade 7, Printable",4.6,8.99,0.0,2382,www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DPHDKN/ref=zg_bs_digital-educational-resources_sccl_10/141-4199103-5412223?pd_rd_i=B082DPHDKN&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Math Workbook | Grade 5, Printable",4.6,8.99,0.0,4777,www.amazon.com/Spectrum-Math-Workbook-Grade-5/dp/B082DKR1RH/ref=zg_bs_digital-educational-resources_sccl_11/141-4199103-5412223?pd_rd_i=B082DKR1RH&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum Word Study and Phonics, Grade 4",4.6,8.99,0.0,1354,www.amazon.com/Spectrum-Word-Study-Phonics-Grade/dp/B082FLMMC3/ref=zg_bs_digital-educational-resources_sccl_12/141-4199103-5412223?pd_rd_i=B082FLMMC3&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Spelling Workbook | Grade 5, Printable",4.7,8.99,0.0,1143,www.amazon.com/Spectrum-Spelling-Grade-5/dp/B082DP1Q4N/ref=zg_bs_digital-educational-resources_sccl_13/141-4199103-5412223?pd_rd_i=B082DP1Q4N&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 8, Printable",4.8,7.49,0.0,180,www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082WLPXC6/ref=zg_bs_digital-educational-resources_sccl_14/141-4199103-5412223?pd_rd_i=B082WLPXC6&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Science Workbook | Grade 5, Printable",4.4,7.49,0.0,336,www.amazon.com/Dellosa-Interactive-Notebook-Science-Printable/dp/B082WM8HY7/ref=zg_bs_digital-educational-resources_sccl_15/141-4199103-5412223?pd_rd_i=B082WM8HY7&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum, Science Workbook, Grade 3, Printable",4.6,8.99,0.0,1086,www.amazon.com/Carson-Dellosa-Spectrum-Practice-Literacy/dp/B082FNBXGX/ref=zg_bs_digital-educational-resources_sccl_16/141-4199103-5412223?pd_rd_i=B082FNBXGX&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Science Workbook | Grade 4, Printable",4.6,7.49,0.0,388,www.amazon.com/Dellosa-Interactive-Notebook-Science-Printable/dp/B082WL8K27/ref=zg_bs_digital-educational-resources_sccl_17/141-4199103-5412223?pd_rd_i=B082WL8K27&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Test Practice Workbook | Grade 3, Printable",4.6,11.9,0.0,368,www.amazon.com/Spectrum-Test-Practice-Grade-3/dp/B082BCQ2L6/ref=zg_bs_digital-educational-resources_sccl_18/141-4199103-5412223?pd_rd_i=B082BCQ2L6&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,Accountable Talk & Collaborative Conversation Posters {with sentence starters} Polka Dots,4.4,3.0,0.0,7,www.amazon.com/Accountable-Collaborative-Conversation-sentence-starters/dp/B07NVPWL38/ref=zg_bs_digital-educational-resources_sccl_19/141-4199103-5412223?pd_rd_i=B07NVPWL38&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Reading Workbook | Grade 3, Printable",4.7,8.99,0.0,1712,www.amazon.com/Spectrum-Reading-Workbook-Grade-3/dp/B082DN4XCQ/ref=zg_bs_digital-educational-resources_sccl_20/141-4199103-5412223?pd_rd_i=B082DN4XCQ&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Math Workbook | Grade 7, Printable",4.6,8.99,0.0,4139,www.amazon.com/Spectrum-Math-Workbook-Grade-7/dp/B082DKY31X/ref=zg_bs_digital-educational-resources_sccl_21/141-4199103-5412223?pd_rd_i=B082DKY31X&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Test Practice Workbook | Grade 6, Printable",4.6,11.9,0.0,342,www.amazon.com/Spectrum-Test-Practice-Grade-6/dp/B082BDF7V7/ref=zg_bs_digital-educational-resources_sccl_22/141-4199103-5412223?pd_rd_i=B082BDF7V7&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Reading Workbook | Grade 8, Printable",4.6,8.99,0.0,2097,www.amazon.com/Spectrum-Reading-Workbook-Grade-8/dp/B082DMXZ5Z/ref=zg_bs_digital-educational-resources_sccl_23/141-4199103-5412223?pd_rd_i=B082DMXZ5Z&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Mark Twain | Understanding the U.S. Constitution Workbook | Grades 5–12, Printable",4.7,9.74,0.0,1037,www.amazon.com/Understanding-U-S-Constitution-Grades-12/dp/B082XHQ4F8/ref=zg_bs_digital-educational-resources_sccl_24/141-4199103-5412223?pd_rd_i=B082XHQ4F8&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,Positive Behavior Sticker Chart Boho Rainbow Theme,0.0,2.5,0.0,0,www.amazon.com/Positive-Behavior-Sticker-Chart-Rainbow/dp/B08F7XKF5P/ref=zg_bs_digital-educational-resources_sccl_25/141-4199103-5412223?pd_rd_i=B08F7XKF5P&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Phonics Workbook | Grade 2, Printable",4.7,8.99,0.0,1034,www.amazon.com/Spectrum-Phonics-Grade-2/dp/B082FM8K4X/ref=zg_bs_digital-educational-resources_sccl_26/141-4199103-5412223?pd_rd_i=B082FM8K4X&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Writing Workbook | Grade 7, Printable",4.5,8.99,0.0,19,www.amazon.com/Spectrum-Writing-Grade-7/dp/B082DLDCPR/ref=zg_bs_digital-educational-resources_sccl_27/141-4199103-5412223?pd_rd_i=B082DLDCPR&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Math Workbook | Grade 4, Printable",4.8,8.99,0.0,35,www.amazon.com/Spectrum-Math-Workbook-Grade-4/dp/B082DLQQKW/ref=zg_bs_digital-educational-resources_sccl_28/141-4199103-5412223?pd_rd_i=B082DLQQKW&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Reading Workbook | Grade 4, Printable",4.6,8.99,0.0,14,www.amazon.com/Spectrum-Reading-Workbook-Grade-4/dp/B082DLXMB9/ref=zg_bs_digital-educational-resources_sccl_29/141-4199103-5412223?pd_rd_i=B082DLXMB9&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 5, Printable",4.6,7.49,0.0,246,www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082VL833X/ref=zg_bs_digital-educational-resources_sccl_30/141-4199103-5412223?pd_rd_i=B082VL833X&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Sight Words Workbook | Grade K, Printable",4.7,8.99,0.0,502,www.amazon.com/Spectrum-Sight-Words-Grade-K/dp/B082FLQDCK/ref=zg_bs_digital-educational-resources_sccl_1/146-0524691-1291653?pd_rd_i=B082FLQDCK&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,Daily Classroom Schedule Cards Boho Rainbow Theme Editable,5.0,4.0,0.0,1,www.amazon.com/Daily-Classroom-Schedule-Rainbow-Editable/dp/B08FG9QQPZ/ref=zg_bs_digital-educational-resources_sccl_2/146-0524691-1291653?pd_rd_i=B08FG9QQPZ&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Alphabet and Number Worksheets Bingo Dabber (A to Z, a to z, and 1 to 10)",0.0,6.0,0.0,0,www.amazon.com/Alphabet-Number-Worksheets-Bingo-Dabber/dp/B086C66XMT/ref=zg_bs_digital-educational-resources_sccl_3/146-0524691-1291653?pd_rd_i=B086C66XMT&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,First Day of Pre-K Sign Chalkboard Prek Printable Pre-kindergarten Photo Props Instant Download,0.0,5.0,0.0,0,www.amazon.com/Chalkboard-Printable-Pre-kindergarten-Instant-Download/dp/B09CYQJGHJ/ref=zg_bs_digital-educational-resources_sccl_4/146-0524691-1291653?pd_rd_i=B09CYQJGHJ&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 7, Printable",4.6,7.49,0.0,214,www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082WM6Q5D/ref=zg_bs_digital-educational-resources_sccl_5/146-0524691-1291653?pd_rd_i=B082WM6Q5D&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Language Arts Workbook | Grade 1, Printable",4.7,8.99,0.0,1024,www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DNKJVQ/ref=zg_bs_digital-educational-resources_sccl_6/146-0524691-1291653?pd_rd_i=B082DNKJVQ&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,Mathematical Practices Posters,5.0,2.5,0.0,1,www.amazon.com/Mathematical-Practices-Posters/dp/B07WDDHTC1/ref=zg_bs_digital-educational-resources_sccl_7/146-0524691-1291653?pd_rd_i=B07WDDHTC1&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Daily Language Review, Grade 1 - Teacher's Edition, E-Book",4.7,23.9,0.0,314,www.amazon.com/Daily-Language-Review-Grade-Book/dp/B08542WF4P/ref=zg_bs_digital-educational-resources_sccl_8/146-0524691-1291653?pd_rd_i=B08542WF4P&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,11 Printable Classroom Center Signs and Posters,4.6,2.5,0.0,3,www.amazon.com/Printable-Classroom-Center-Signs-Posters/dp/B08DJ3QGSF/ref=zg_bs_digital-educational-resources_sccl_9/146-0524691-1291653?pd_rd_i=B08DJ3QGSF&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,Novel Study Unit: REFUGEE by Alan Gratz - Print and Digital Distance Learning -Standards-Aligned Literature Guide,5.0,26.9,0.0,2,www.amazon.com/Novel-Study-Unit-Standards-Aligned-Literature/dp/B07P3GB18D/ref=zg_bs_digital-educational-resources_sccl_10/146-0524691-1291653?pd_rd_i=B07P3GB18D&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa, Interactive Notebook Science Workbook, Grade K, Printable",4.5,7.49,0.0,237,www.amazon.com/Science-Grade-K/dp/B082WMDH7D/ref=zg_bs_digital-educational-resources_sccl_11/146-0524691-1291653?pd_rd_i=B082WMDH7D&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Mark Twain | Forensic Investigations Workbook | Grades 6–8, Printable",4.5,10.4,0.0,185,www.amazon.com/Mark-Twain-Forensic-Investigations-Science/dp/B0842WC3YW/ref=zg_bs_digital-educational-resources_sccl_12/146-0524691-1291653?pd_rd_i=B0842WC3YW&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Spectrum | Test Practice Workbook | Grade 8, Printable",4.4,11.9,0.0,98,www.amazon.com/Spectrum-Test-Practice-Grade-8/dp/B082J37LTG/ref=zg_bs_digital-educational-resources_sccl_13/146-0524691-1291653?pd_rd_i=B082J37LTG&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Middle School English Daily Bell Ringers - 20 Warm Ups or Morning Work Tasks - Warm Ups for Grammar, Vocabulary, Writing, and",0.0,5.99,0.0,0,www.amazon.com/Middle-School-English-Daily-Ringers/dp/B07X8JSKMY/ref=zg_bs_digital-educational-resources_sccl_14/146-0524691-1291653?pd_rd_i=B07X8JSKMY&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Carson Dellosa | Skill Builders Reading Comprehension Workbook | Grade 3, Printable",4.7,2.24,0.0,838,www.amazon.com/Reading-Comprehension-Grade-3/dp/B0829CRGCB/ref=zg_bs_digital-educational-resources_sccl_15/146-0524691-1291653?pd_rd_i=B0829CRGCB&psc=1
Digital Educational Resources,http://www.amazon.com/Best-Sellers-Digital-Educational-Resources/zgbs/digital-educational-resources/ref=zg_bs_nav_0,"Daily Reading Comprehension, Grade 5 - Teacher's Edition, E-Book",5.0,29.9,0.0,2,www.amazon.com/Daily-Reading-Comprehension-Grade-Book/dp/B0855DQVRG/ref=zg_bs_digital-educational-resources_sccl_16/146-0524691-1291653?pd_rd_i=B0855DQVRG&psc=1
